"CRUISE6"	"STRATUM"	"SVSPP"	"LENGTH"	"AGE"
"201802"	"01700"	"141"	29	3
"201802"	"01700"	"103"	54	6
"201802"	"01700"	"141"	24	2
"201802"	"01700"	"103"	29	1
"201802"	"01700"	"141"	18	2
"201802"	"01700"	"103"	25	1
"201802"	"01700"	"141"	22	3
"201802"	"01700"	"143"	9	1
"201802"	"01700"	"103"	33	2
"201802"	"01700"	"103"	39	4
"201802"	"01700"	"141"	23	2
"201802"	"01700"	"103"	27	1
"201802"	"01700"	"103"	35	3
"201802"	"01700"	"141"	20	2
"201802"	"01700"	"141"	21	3
"201802"	"01700"	"141"	25	3
"201802"	"01700"	"141"	14	1
"201802"	"01700"	"103"	37	2
"201802"	"01700"	"141"	17	2
"201802"	"01700"	"141"	16	2
"201802"	"01700"	"103"	30	1
"201802"	"01700"	"103"	32	2
"201802"	"01700"	"103"	31	2
"201802"	"01700"	"103"	42	2
"201802"	"01700"	"103"	27	1
"201802"	"01700"	"103"	35	3
"201802"	"01700"	"103"	34	2
"201802"	"01700"	"141"	38	7
"201802"	"01700"	"103"	36	3
"201802"	"01700"	"103"	32	2
"201802"	"01700"	"103"	34	2
"201802"	"01700"	"103"	37	2
"201802"	"01700"	"103"	34	2
"201802"	"01700"	"103"	30	2
"201202"	"01700"	"103"	44	5
"201202"	"01700"	"103"	46	4
"201202"	"01700"	"103"	39	3
"201202"	"01700"	"103"	58	5
"201202"	"01700"	"103"	55	5
"201202"	"01700"	"103"	52	5
"201202"	"01700"	"141"	32	5
"201202"	"01700"	"143"	11	1
"201202"	"01700"	"143"	9	1
"201202"	"01700"	"143"	8	1
"201202"	"01700"	"143"	10	1
"201202"	"01700"	"103"	47	4
"201202"	"01700"	"103"	30	2
"201202"	"01700"	"143"	11	1
"201602"	"01700"	"143"	10	1
"201602"	"01700"	"103"	32	2
"201602"	"01700"	"103"	42	6
"201602"	"01700"	"143"	11	1
"201602"	"01700"	"141"	24	2
"201602"	"01700"	"141"	29	3
"201602"	"01700"	"103"	51	4
"201602"	"01700"	"143"	11	1
"201602"	"01700"	"103"	68	8
"201602"	"01700"	"141"	23	3
"201602"	"01700"	"103"	59	5
"201602"	"01700"	"103"	39	4
"201602"	"01700"	"143"	10	1
"201602"	"01700"	"141"	23	2
"201602"	"01700"	"141"	14	1
"201602"	"01700"	"143"	8	1
"201602"	"01700"	"103"	28	2
"201602"	"01700"	"141"	24	2
"201602"	"01700"	"103"	45	5
"201602"	"01700"	"143"	11	1
"201602"	"01700"	"141"	22	2
"201602"	"01700"	"143"	13	1
"201602"	"01700"	"141"	26	2
"201602"	"01700"	"141"	21	2
"201602"	"01700"	"141"	11	1
"201602"	"01700"	"143"	13	1
"201602"	"01700"	"141"	17	2
"201602"	"01700"	"141"	18	2
"201602"	"01700"	"103"	38	3
"201602"	"01700"	"141"	20	2
"201602"	"01700"	"103"	27	2
"201602"	"01700"	"103"	50	4
"201602"	"01700"	"103"	33	1
"201602"	"01700"	"141"	54	8
"201602"	"01700"	"141"	21	2
"201602"	"01700"	"143"	9	1
"201602"	"01700"	"143"	13	1
"201602"	"01700"	"143"	12	1
"201602"	"01700"	"143"	12	1
"201602"	"01700"	"103"	44	4
"201602"	"01700"	"103"	48	3
"201602"	"01700"	"103"	43	3
"201602"	"01700"	"143"	10	1
"201502"	"01700"	"103"	55	5
"201502"	"01700"	"103"	33	2
"201502"	"01700"	"103"	49	5
"201502"	"01700"	"103"	36	2
"201502"	"01700"	"103"	26	1
"201502"	"01700"	"103"	46	4
"201502"	"01700"	"103"	34	2
"201502"	"01700"	"103"	37	2
"201502"	"01700"	"103"	39	3
"201502"	"01700"	"103"	29	2
"201502"	"01700"	"103"	28	2
"201502"	"01700"	"103"	31	2
"201502"	"01700"	"103"	37	2
"201502"	"01700"	"103"	23	1
"201502"	"01700"	"103"	29	1
"201502"	"01700"	"103"	38	7
"201502"	"01700"	"103"	34	2
"201502"	"01700"	"141"	8	1
"201502"	"01700"	"103"	31	2
"201502"	"01700"	"103"	45	5
"201502"	"01700"	"103"	27	2
"201502"	"01700"	"141"	23	2
"201502"	"01700"	"141"	21	2
"201502"	"01700"	"141"	11	1
"201502"	"01700"	"103"	28	1
"201502"	"01700"	"103"	29	1
"201502"	"01700"	"103"	42	4
"201502"	"01700"	"141"	22	2
"201502"	"01700"	"141"	20	2
"201502"	"01700"	"103"	40	4
"201502"	"01700"	"103"	35	3
"201502"	"01700"	"103"	30	1
"201502"	"01700"	"103"	39	3
"201502"	"01700"	"103"	36	2
"201502"	"01700"	"141"	30	4
"201502"	"01700"	"103"	43	4
"201502"	"01700"	"103"	38	6
"201502"	"01700"	"141"	28	3
"201502"	"01700"	"103"	33	2
"201502"	"01700"	"141"	11	1
"201502"	"01700"	"103"	30	2
"201502"	"01700"	"103"	28	1
"201502"	"01700"	"103"	45	3
"201502"	"01700"	"103"	30	1
"201502"	"01700"	"141"	22	2
"201502"	"01700"	"141"	28	4
"201502"	"01700"	"141"	25	3
"201502"	"01700"	"103"	43	3
"201502"	"01700"	"141"	24	3
"201502"	"01700"	"103"	37	2
"201502"	"01700"	"103"	53	6
"201502"	"01700"	"143"	7	1
"201502"	"01700"	"143"	12	1
"201502"	"01700"	"103"	58	7
"201502"	"01700"	"103"	31	1
"201502"	"01700"	"103"	36	2
"201502"	"01700"	"103"	46	3
"201502"	"01700"	"103"	44	3
"201502"	"01700"	"103"	28	1
"201502"	"01700"	"103"	41	4
"201502"	"01700"	"141"	19	2
"201502"	"01700"	"141"	23	3
"201502"	"01700"	"103"	47	7
"201502"	"01700"	"103"	33	2
"201502"	"01700"	"103"	68	9
"201502"	"01700"	"103"	39	2
"201502"	"01700"	"103"	31	1
"201502"	"01700"	"103"	47	3
"201502"	"01700"	"141"	7	1
"201502"	"01700"	"103"	43	10
"201502"	"01700"	"103"	29	1
"201502"	"01700"	"103"	37	3
"201502"	"01700"	"103"	35	3
"201502"	"01700"	"103"	62	6
"201502"	"01700"	"103"	30	1
"201502"	"01700"	"103"	68	6
"202202"	"01700"	"103"	29	1
"202202"	"01700"	"141"	20	3
"202202"	"01700"	"103"	25	1
"202202"	"01700"	"103"	26	1
"202202"	"01700"	"141"	37	5
"202202"	"01700"	"141"	24	3
"202202"	"01700"	"141"	21	2
"202202"	"01700"	"141"	18	2
"202202"	"01700"	"103"	39	7
"202202"	"01700"	"141"	16	2
"202202"	"01700"	"141"	20	2
"202202"	"01700"	"143"	11	1
"202202"	"01700"	"103"	46	4
"202202"	"01700"	"103"	40	5
"202202"	"01700"	"143"	10	1
"202202"	"01700"	"143"	12	1
"202202"	"01700"	"141"	27	5
"202202"	"01700"	"141"	17	2
"202202"	"01700"	"141"	31	6
"202202"	"01700"	"103"	32	2
"202202"	"01700"	"141"	14	2
"202202"	"01700"	"141"	28	4
"202202"	"01700"	"143"	16	3
"202202"	"01700"	"141"	25	5
"202202"	"01700"	"141"	31	5
"202202"	"01700"	"103"	64	9
"202202"	"01700"	"103"	37	5
"202202"	"01700"	"143"	13	1
"202202"	"01700"	"141"	22	2
"202202"	"01700"	"103"	28	1
"202202"	"01700"	"141"	26	4
"202202"	"01700"	"103"	39	6
"202202"	"01700"	"103"	38	5
"202202"	"01700"	"103"	30	3
"202202"	"01700"	"141"	30	4
"202202"	"01700"	"141"	32	5
"202202"	"01700"	"141"	23	3
"202202"	"01700"	"103"	49	4
"202202"	"01700"	"141"	29	6
"202202"	"01700"	"141"	18	2
"202202"	"01700"	"143"	10	1
"202202"	"01700"	"103"	50	6
"202202"	"01700"	"143"	13	1
"202202"	"01700"	"141"	15	2
"202202"	"01700"	"141"	19	4
"202202"	"01700"	"141"	24	5
"202202"	"01700"	"141"	16	2
"202202"	"01700"	"103"	43	4
"202202"	"01700"	"143"	17	2
"202202"	"01700"	"141"	21	2
"202202"	"01700"	"103"	40	3
"202202"	"01700"	"141"	31	5
"202002"	"01700"	"141"	23	2
"202002"	"01700"	"103"	26	2
"202002"	"01700"	"103"	37	3
"202002"	"01700"	"143"	17	2
"202002"	"01700"	"143"	9	1
"202002"	"01700"	"141"	20	3
"202002"	"01700"	"141"	19	2
"202002"	"01700"	"141"	21	3
"202002"	"01700"	"103"	41	4
"202002"	"01700"	"103"	39	6
"202002"	"01700"	"141"	22	3
"202002"	"01700"	"143"	11	1
"202002"	"01700"	"103"	26	1
"202002"	"01700"	"103"	28	2
"202002"	"01700"	"141"	25	3
"202002"	"01700"	"141"	27	3
"202002"	"01700"	"103"	34	3
"202002"	"01700"	"141"	16	2
"202002"	"01700"	"103"	38	7
"202002"	"01700"	"141"	30	5
"202002"	"01700"	"141"	36	4
"202002"	"01700"	"103"	27	2
"202002"	"01700"	"103"	26	1
"202002"	"01700"	"141"	17	2
"202002"	"01700"	"103"	39	5
"202002"	"01700"	"141"	32	5
"202002"	"01700"	"141"	24	3
"202002"	"01700"	"141"	33	6
"202002"	"01700"	"141"	32	5
"202002"	"01700"	"141"	9	1
"202002"	"01700"	"103"	59	7
"202002"	"01700"	"103"	45	4
"202002"	"01700"	"141"	19	2
"202002"	"01700"	"103"	37	3
"202002"	"01700"	"141"	33	5
"202002"	"01700"	"141"	32	5
"202002"	"01700"	"141"	33	4
"202002"	"01700"	"141"	25	3
"202002"	"01700"	"103"	33	2
"202002"	"01700"	"141"	34	6
"202002"	"01700"	"141"	31	4
"202002"	"01700"	"141"	20	2
"202002"	"01700"	"141"	31	6
"202002"	"01700"	"141"	26	4
"202002"	"01700"	"103"	36	4
"202002"	"01700"	"103"	33	3
"202002"	"01700"	"141"	18	2
"202002"	"01700"	"141"	21	2
"202002"	"01700"	"141"	27	4
"202002"	"01700"	"141"	29	4
"202002"	"01700"	"141"	28	5
"202002"	"01700"	"141"	31	6
"202002"	"01700"	"141"	23	3
"202002"	"01700"	"103"	32	3
"202002"	"01700"	"141"	18	3
"202002"	"01700"	"103"	32	2
"202002"	"01700"	"143"	17	2
"202002"	"01700"	"103"	27	2
"202002"	"01700"	"143"	16	2
"202002"	"01700"	"141"	21	3
"202002"	"01700"	"141"	16	2
"202002"	"01700"	"143"	16	3
"202002"	"01700"	"141"	20	3
"202002"	"01700"	"141"	28	4
"202002"	"01700"	"141"	19	3
"202002"	"01700"	"141"	22	2
"202002"	"01700"	"103"	26	2
"202002"	"01700"	"141"	18	2
"202002"	"01700"	"103"	37	3
"202002"	"01700"	"143"	10	1
"202002"	"01700"	"141"	20	3
"202002"	"01700"	"141"	17	2
"202002"	"01700"	"141"	29	4
"202002"	"01700"	"141"	26	4
"202002"	"01700"	"103"	42	4
"202002"	"01700"	"103"	52	6
"202002"	"01700"	"103"	34	2
"202002"	"01700"	"103"	33	2
"202002"	"01700"	"141"	19	2
"202002"	"01700"	"103"	38	4
"202002"	"01700"	"103"	41	6
"202002"	"01700"	"103"	39	4
"202002"	"01700"	"141"	33	4
"202002"	"01700"	"141"	16	2
"202002"	"01700"	"141"	19	2
"202002"	"01700"	"141"	20	2
"202002"	"01700"	"141"	18	2
"202002"	"01700"	"141"	21	3
"202002"	"01700"	"103"	45	5
"202002"	"01700"	"141"	17	2
"202002"	"01700"	"103"	42	5
"202202"	"01700"	"103"	40	2
"202202"	"01700"	"143"	13	1
"202202"	"01700"	"141"	22	2
"202202"	"01700"	"103"	30	2
"202202"	"01700"	"143"	14	1
"202202"	"01700"	"141"	26	3
"202202"	"01700"	"143"	15	1
"202202"	"01700"	"103"	29	1
"202202"	"01700"	"143"	13	1
"202202"	"01700"	"103"	27	1
"202202"	"01700"	"141"	27	4
"202202"	"01700"	"143"	14	1
"202202"	"01700"	"143"	20	3
"202202"	"01700"	"143"	11	1
"202202"	"01700"	"143"	19	2
"202202"	"01700"	"103"	36	4
"202202"	"01700"	"103"	32	2
"202202"	"01700"	"141"	25	5
"202202"	"01700"	"103"	38	5
"202202"	"01700"	"103"	35	3
"202202"	"01700"	"141"	24	4
"202202"	"01700"	"143"	9	1
"202202"	"01700"	"103"	31	3
"202202"	"01700"	"141"	23	3
"202102"	"01700"	"103"	49	4
"202102"	"01700"	"141"	23	3
"202102"	"01700"	"103"	46	5
"202102"	"01700"	"103"	43	9
"202102"	"01700"	"103"	42	5
"202102"	"01700"	"103"	51	5
"202102"	"01700"	"103"	52	12
"202102"	"01700"	"103"	71	8
"202102"	"01700"	"141"	21	2
"202102"	"01700"	"141"	20	3
"202102"	"01700"	"103"	39	9
"202102"	"01700"	"103"	43	8
"202102"	"01700"	"141"	19	2
"202102"	"01700"	"143"	11	1
"202102"	"01700"	"143"	10	1
"202102"	"01700"	"141"	24	3
"202102"	"01700"	"141"	27	3
"202102"	"01700"	"103"	37	4
"202102"	"01700"	"103"	42	4
"202102"	"01700"	"103"	32	2
"202102"	"01700"	"141"	18	2
"202102"	"01700"	"143"	10	1
"202102"	"01700"	"141"	22	2
"202102"	"01700"	"103"	38	4
"201202"	"01710"	"141"	29	3
"201202"	"01710"	"141"	34	3
"201202"	"01710"	"141"	25	2
"201202"	"01710"	"141"	23	2
"201202"	"01710"	"141"	37	4
"201202"	"01710"	"141"	35	3
"201202"	"01710"	"141"	29	3
"201202"	"01710"	"141"	32	5
"201202"	"01710"	"141"	35	4
"201202"	"01710"	"141"	37	4
"201202"	"01710"	"141"	31	3
"201202"	"01710"	"141"	35	4
"201202"	"01710"	"141"	34	3
"201202"	"01710"	"141"	32	4
"201202"	"01710"	"141"	36	4
"201202"	"01710"	"141"	33	4
"201202"	"01710"	"141"	35	4
"201202"	"01710"	"141"	39	4
"201202"	"01710"	"141"	32	3
"201202"	"01710"	"141"	31	3
"201202"	"01710"	"141"	35	4
"201202"	"01710"	"141"	34	3
"201202"	"01710"	"143"	13	1
"201202"	"01730"	"141"	7	1
"201202"	"01730"	"141"	6	1
"201202"	"01730"	"141"	8	1
"201202"	"01730"	"141"	11	1
"201202"	"01730"	"141"	9	1
"201202"	"01730"	"141"	10	1
"201202"	"01730"	"103"	33	3
"201202"	"01730"	"103"	29	1
"201202"	"01730"	"103"	32	2
"201202"	"01730"	"103"	37	2
"201202"	"01730"	"103"	29	2
"201202"	"01730"	"103"	27	1
"201202"	"01730"	"103"	36	3
"201202"	"01730"	"103"	25	1
"201202"	"01730"	"103"	35	3
"201202"	"01730"	"103"	31	2
"201202"	"01730"	"103"	36	3
"201202"	"01730"	"103"	40	3
"201202"	"01730"	"103"	32	3
"201202"	"01730"	"103"	36	3
"201202"	"01730"	"103"	29	2
"201202"	"01730"	"103"	34	2
"201202"	"01730"	"103"	27	1
"201202"	"01730"	"103"	28	1
"201202"	"01730"	"103"	36	3
"201202"	"01730"	"103"	26	1
"201202"	"01730"	"103"	26	1
"201202"	"01730"	"103"	27	1
"201202"	"01730"	"103"	30	1
"201202"	"01730"	"103"	29	2
"201202"	"01730"	"103"	33	2
"201202"	"01730"	"103"	28	1
"201202"	"01730"	"103"	38	3
"201202"	"01730"	"103"	31	2
"201202"	"01730"	"103"	35	3
"201202"	"01730"	"141"	7	1
"201202"	"01730"	"141"	8	1
"201202"	"01730"	"141"	13	1
"201202"	"01730"	"141"	10	1
"201202"	"01730"	"141"	11	1
"201202"	"01730"	"141"	9	1
"201202"	"01730"	"103"	46	4
"201202"	"01730"	"103"	36	3
"201202"	"01730"	"103"	36	3
"201202"	"01730"	"103"	56	6
"201202"	"01730"	"103"	31	2
"201202"	"01730"	"103"	30	1
"201202"	"01730"	"103"	29	1
"201202"	"01730"	"103"	35	2
"201202"	"01730"	"103"	32	3
"201202"	"01730"	"141"	10	1
"201202"	"01730"	"141"	11	1
"201202"	"01730"	"103"	43	4
"201202"	"01730"	"141"	8	1
"201204"	"01730"	"141"	16	1
"201204"	"01730"	"141"	20	1
"201204"	"01730"	"141"	18	1
"201204"	"01730"	"141"	14	1
"201204"	"01730"	"141"	23	2
"201204"	"01730"	"141"	28	3
"201204"	"01730"	"141"	25	2
"201204"	"01730"	"141"	20	1
"201204"	"01730"	"141"	19	1
"201204"	"01730"	"141"	17	1
"201204"	"01730"	"141"	13	0
"201204"	"01730"	"141"	16	1
"201204"	"01730"	"141"	29	2
"201204"	"01730"	"141"	18	1
"201204"	"01730"	"141"	22	1
"201204"	"01730"	"141"	14	1
"201204"	"01730"	"103"	32	1
"201204"	"01730"	"141"	24	2
"201204"	"01730"	"141"	24	2
"201204"	"01730"	"141"	18	1
"201204"	"01730"	"141"	19	1
"201204"	"01730"	"103"	39	3
"201204"	"01730"	"141"	19	1
"201302"	"01730"	"103"	38	4
"201302"	"01730"	"103"	24	1
"201302"	"01730"	"103"	27	1
"201302"	"01730"	"103"	34	2
"201302"	"01730"	"103"	37	3
"201302"	"01730"	"103"	35	2
"201302"	"01730"	"103"	40	3
"201302"	"01730"	"103"	35	2
"201302"	"01730"	"103"	31	1
"201302"	"01730"	"103"	27	2
"201302"	"01730"	"103"	39	3
"201302"	"01730"	"103"	39	3
"201302"	"01730"	"103"	52	4
"201402"	"01730"	"103"	37	2
"201402"	"01730"	"143"	12	1
"201402"	"01730"	"141"	37	5
"201402"	"01730"	"141"	25	3
"201402"	"01730"	"141"	26	3
"201402"	"01730"	"143"	22	3
"201402"	"01730"	"103"	34	2
"201402"	"01730"	"103"	50	4
"201402"	"01730"	"103"	53	4
"201402"	"01730"	"103"	34	3
"201402"	"01730"	"103"	35	3
"201402"	"01730"	"103"	39	3
"201402"	"01730"	"103"	42	4
"201402"	"01730"	"141"	20	2
"201402"	"01730"	"103"	27	1
"201402"	"01730"	"103"	39	3
"201402"	"01730"	"103"	55	4
"201402"	"01730"	"103"	28	1
"201402"	"01730"	"103"	38	4
"201402"	"01730"	"103"	25	1
"201402"	"01730"	"141"	6	1
"201402"	"01730"	"141"	8	1
"201702"	"01730"	"103"	42	10
"201702"	"01730"	"141"	10	1
"201702"	"01730"	"103"	33	2
"201702"	"01730"	"103"	47	4
"201702"	"01730"	"103"	33	2
"201702"	"01730"	"103"	36	2
"201702"	"01730"	"103"	26	1
"201702"	"01730"	"103"	34	3
"201702"	"01730"	"103"	40	3
"201702"	"01730"	"103"	38	2
"201702"	"01730"	"103"	37	3
"201702"	"01730"	"103"	35	2
"201702"	"01730"	"103"	26	2
"201702"	"01730"	"103"	28	1
"201702"	"01730"	"103"	33	2
"201702"	"01730"	"103"	38	3
"201702"	"01730"	"103"	32	1
"201702"	"01730"	"103"	34	2
"201702"	"01730"	"103"	41	2
"201702"	"01730"	"103"	36	2
"201804"	"01730"	"141"	38	5
"201804"	"01730"	"141"	21	2
"201804"	"01730"	"141"	25	2
"201804"	"01730"	"141"	26	2
"201802"	"01730"	"103"	24	1
"201802"	"01730"	"103"	38	2
"201904"	"01730"	"103"	27	1
"201904"	"01730"	"141"	20	2
"201904"	"01730"	"141"	31	4
"201904"	"01730"	"141"	28	3
"201904"	"01730"	"103"	37	2
"201904"	"01730"	"141"	32	4
"201904"	"01730"	"141"	31	5
"201904"	"01730"	"141"	22	2
"201904"	"01730"	"141"	30	3
"201904"	"01730"	"141"	16	1
"201904"	"01730"	"103"	29	1
"201904"	"01730"	"103"	33	2
"201904"	"01730"	"141"	26	3
"201904"	"01730"	"141"	24	3
"201904"	"01730"	"141"	33	4
"201904"	"01730"	"141"	15	1
"201904"	"01730"	"141"	27	3
"201904"	"01730"	"141"	29	3
"201904"	"01730"	"103"	35	1
"201904"	"01730"	"141"	33	5
"201904"	"01730"	"141"	23	2
"201904"	"01730"	"141"	17	1
"201904"	"01730"	"141"	25	4
"201904"	"01730"	"141"	35	5
"201904"	"01730"	"103"	43	8
"201904"	"01730"	"141"	34	4
"201904"	"01730"	"141"	19	1
"201904"	"01730"	"103"	40	2
"201904"	"01730"	"103"	39	3
"201904"	"01730"	"141"	34	4
"201904"	"01730"	"141"	31	4
"201904"	"01730"	"141"	18	1
"201904"	"01730"	"103"	30	1
"201904"	"01730"	"103"	39	6
"201904"	"01730"	"141"	26	3
"201904"	"01730"	"103"	33	1
"201904"	"01730"	"141"	27	3
"201904"	"01730"	"141"	34	5
"201904"	"01730"	"141"	16	1
"201904"	"01730"	"103"	44	4
"201904"	"01730"	"141"	30	3
"201904"	"01730"	"103"	37	4
"201904"	"01730"	"141"	19	1
"201904"	"01730"	"141"	29	4
"201904"	"01730"	"141"	28	4
"201904"	"01730"	"141"	25	3
"201904"	"01730"	"103"	34	1
"201904"	"01730"	"141"	18	1
"201904"	"01730"	"141"	25	2
"201904"	"01730"	"141"	29	3
"201904"	"01730"	"141"	27	3
"201904"	"01730"	"141"	26	3
"201904"	"01730"	"143"	29	5
"201904"	"01730"	"103"	30	1
"201904"	"01730"	"141"	31	4
"201904"	"01730"	"141"	28	3
"201904"	"01730"	"103"	38	2
"201904"	"01730"	"103"	39	3
"201904"	"01730"	"141"	30	4
"201904"	"01730"	"141"	24	3
"201904"	"01730"	"141"	24	3
"201904"	"01730"	"143"	28	4
"201904"	"01730"	"103"	50	5
"201904"	"01730"	"141"	19	1
"201904"	"01730"	"141"	27	3
"201904"	"01730"	"141"	26	3
"201904"	"01730"	"103"	46	3
"201904"	"01730"	"103"	38	3
"201904"	"01730"	"141"	23	3
"201904"	"01730"	"103"	29	1
"201904"	"01730"	"141"	21	2
"201904"	"01730"	"103"	33	3
"201904"	"01730"	"143"	30	5
"201904"	"01730"	"143"	28	4
"201904"	"01730"	"103"	36	1
"201904"	"01730"	"141"	25	3
"201904"	"01730"	"143"	27	4
"201904"	"01730"	"143"	29	5
"201904"	"01730"	"141"	16	1
"201904"	"01730"	"143"	27	6
"201904"	"01730"	"103"	42	8
"201904"	"01730"	"103"	40	4
"201902"	"01730"	"103"	26	1
"201902"	"01730"	"103"	30	2
"201902"	"01730"	"103"	29	2
"201902"	"01730"	"103"	34	3
"201902"	"01730"	"103"	35	2
"201902"	"01730"	"103"	37	3
"201902"	"01730"	"103"	41	4
"201902"	"01730"	"103"	36	3
"201902"	"01730"	"103"	32	2
"201902"	"01730"	"103"	38	6
"201902"	"01730"	"103"	25	2
"201902"	"01730"	"103"	41	11
"201902"	"01730"	"103"	43	9
"201902"	"01730"	"103"	27	2
"201902"	"01730"	"103"	33	2
"201902"	"01730"	"103"	33	2
"201902"	"01730"	"103"	44	4
"201902"	"01730"	"103"	29	1
"201902"	"01730"	"103"	40	2
"201902"	"01730"	"103"	35	3
"201902"	"01730"	"103"	26	2
"201902"	"01730"	"103"	35	2
"201902"	"01730"	"103"	29	2
"201902"	"01730"	"103"	24	1
"201902"	"01730"	"103"	29	2
"201902"	"01730"	"103"	27	2
"201902"	"01730"	"103"	30	2
"201902"	"01730"	"103"	34	3
"201902"	"01730"	"103"	26	1
"201902"	"01730"	"103"	25	2
"201902"	"01730"	"103"	32	1
"201902"	"01730"	"103"	27	2
"201902"	"01730"	"103"	28	2
"201904"	"01730"	"103"	28	0
"201904"	"01730"	"141"	19	1
"201904"	"01730"	"141"	15	1
"201904"	"01730"	"141"	17	1
"201904"	"01730"	"103"	34	1
"201904"	"01730"	"141"	16	1
"201904"	"01730"	"141"	18	1
"201404"	"01730"	"103"	38	4
"201404"	"01730"	"103"	36	3
"201602"	"01730"	"103"	31	1
"201602"	"01730"	"141"	9	1
"201602"	"01730"	"103"	31	2
"201602"	"01730"	"103"	32	2
"201602"	"01730"	"103"	40	7
"201602"	"01730"	"103"	32	3
"201602"	"01730"	"103"	44	3
"201504"	"01730"	"141"	22	2
"201504"	"01730"	"141"	25	2
"201504"	"01730"	"141"	21	2
"201602"	"01730"	"103"	38	5
"201602"	"01730"	"141"	10	1
"201602"	"01730"	"103"	29	2
"201602"	"01730"	"103"	36	2
"201602"	"01730"	"103"	40	9
"201602"	"01730"	"103"	28	2
"201602"	"01730"	"103"	30	2
"201602"	"01730"	"103"	26	1
"201602"	"01730"	"103"	34	2
"201602"	"01730"	"103"	37	2
"201504"	"01730"	"141"	23	2
"201504"	"01730"	"141"	24	2
"201504"	"01730"	"141"	25	2
"201504"	"01730"	"141"	26	2
"201504"	"01730"	"141"	35	4
"201504"	"01730"	"141"	28	3
"201504"	"01730"	"141"	32	3
"201504"	"01730"	"141"	22	1
"201504"	"01730"	"141"	19	1
"201404"	"01730"	"103"	30	1
"201404"	"01730"	"141"	4	0
"201404"	"01730"	"103"	24	0
"201404"	"01730"	"103"	33	1
"201404"	"01730"	"143"	5	0
"201404"	"01730"	"143"	6	0
"201404"	"01730"	"103"	44	3
"201404"	"01730"	"103"	32	1
"201404"	"01730"	"103"	36	1
"201404"	"01730"	"103"	39	2
"201404"	"01730"	"103"	44	3
"201404"	"01730"	"103"	57	6
"201404"	"01730"	"103"	31	1
"201404"	"01730"	"103"	40	4
"201404"	"01730"	"143"	18	1
"201404"	"01730"	"141"	21	1
"201404"	"01730"	"141"	19	1
"201404"	"01730"	"103"	45	3
"201404"	"01730"	"103"	42	4
"201404"	"01730"	"143"	6	0
"201404"	"01730"	"141"	19	1
"201404"	"01730"	"103"	41	3
"201404"	"01730"	"103"	32	2
"201404"	"01730"	"103"	31	1
"201404"	"01730"	"103"	29	0
"201404"	"01730"	"103"	35	3
"201404"	"01730"	"103"	38	3
"201404"	"01730"	"103"	39	3
"201404"	"01730"	"103"	34	2
"201404"	"01730"	"141"	20	1
"201404"	"01730"	"141"	22	1
"201404"	"01730"	"141"	21	1
"201404"	"01730"	"103"	31	0
"201404"	"01730"	"103"	38	3
"201404"	"01730"	"103"	50	3
"201404"	"01730"	"103"	34	1
"201404"	"01730"	"103"	33	1
"201502"	"01730"	"103"	29	2
"201502"	"01730"	"103"	40	7
"201502"	"01730"	"103"	21	1
"201502"	"01730"	"103"	42	4
"201502"	"01730"	"103"	38	4
"201502"	"01730"	"103"	19	1
"201502"	"01730"	"103"	41	4
"201502"	"01730"	"141"	10	1
"201502"	"01730"	"103"	23	1
"201502"	"01730"	"103"	29	1
"201502"	"01730"	"103"	25	1
"201502"	"01730"	"103"	22	1
"201502"	"01730"	"103"	22	1
"201502"	"01730"	"103"	25	1
"201604"	"01730"	"103"	40	5
"201604"	"01730"	"141"	16	1
"201604"	"01730"	"141"	22	1
"201604"	"01730"	"141"	14	1
"201604"	"01730"	"141"	19	1
"201604"	"01730"	"141"	15	1
"201604"	"01730"	"141"	18	1
"201604"	"01730"	"141"	17	1
"201604"	"01730"	"103"	36	1
"201502"	"01730"	"103"	28	1
"201502"	"01730"	"103"	24	1
"201502"	"01730"	"141"	8	1
"201502"	"01730"	"103"	31	2
"201502"	"01730"	"103"	38	2
"201502"	"01730"	"103"	27	1
"201502"	"01730"	"103"	37	4
"201502"	"01730"	"103"	42	4
"201502"	"01730"	"103"	44	5
"201502"	"01730"	"103"	36	3
"201502"	"01730"	"103"	30	2
"201502"	"01730"	"103"	33	4
"201502"	"01730"	"103"	41	3
"201502"	"01730"	"103"	35	2
"201604"	"01730"	"141"	15	1
"201604"	"01730"	"141"	16	1
"201604"	"01730"	"141"	19	1
"201604"	"01730"	"141"	14	1
"201502"	"01730"	"103"	29	1
"202104"	"01730"	"141"	36	5
"202104"	"01730"	"141"	18	1
"202104"	"01730"	"141"	19	1
"202104"	"01730"	"103"	34	1
"202104"	"01730"	"141"	20	2
"202104"	"01730"	"141"	17	1
"202104"	"01730"	"103"	35	2
"202104"	"01730"	"141"	18	1
"202104"	"01730"	"103"	34	1
"202104"	"01730"	"143"	31	6
"202104"	"01730"	"141"	18	1
"202104"	"01730"	"141"	22	2
"202104"	"01730"	"103"	40	2
"202104"	"01730"	"103"	38	3
"202104"	"01730"	"103"	42	4
"202104"	"01730"	"103"	34	2
"202104"	"01730"	"143"	28	5
"202104"	"01730"	"103"	33	2
"202104"	"01730"	"103"	30	1
"202104"	"01730"	"143"	28	5
"202202"	"01730"	"103"	31	2
"202202"	"01730"	"103"	27	1
"202202"	"01730"	"103"	38	2
"202202"	"01730"	"103"	33	3
